Gene_ID	MCF7-2_shRB1-3_DMSO_1	MCF7-2_shRB1-3_DMSO_2	MCF7-2_shRB1-3_LY500nM_1	MCF7-2_shRB1-3_LY500nM_2
DNTT	0	0	1	0
GNPNAT1	2526	3648	4331	2400
MIR8069	0	2	0	1
RNF135	100	387	299	157
KCNJ12	4	4	2	0
MKL2	663	1708	1229	1063
PDZRN3	122	365	338	235
CD36	18	18	13	9
HSPB6	5	27	4	7
LOC100506526	0	0	0	0
LOC101928988	2	0	1	0
OR8H2	0	0	0	0
LOC100128568	0	1	3	3
SLC51B	1	0	6	2
CHRNA10	0	1	0	1
CACNG7	0	0	0	0
EIF1AX	1435	1746	2794	1475
MIR1224	0	0	0	0
ZGPAT	186	609	619	449
LRP2BP	9	11	13	6
B3GALT4	10	37	10	3
F11	0	0	0	0
DFFA	328	941	1065	623
MIR1286	0	0	0	0
C10orf120	0	0	0	0
PMM2	439	1092	1179	764
MIR5695	0	0	0	0
NLGN2	265	708	1054	612
LOC440461	13	34	34	21
HTR6	9	25	12	13
CALHM1	12	50	70	50
NS3BP	2	5	7	1
LOC100132354	0	11	0	0
SERF2-C15ORF63	0	0	0	0
MTPN	0	0	0	0
OXCT1	2271	5494	5266	3240
SEPSECS	79	258	131	88
SNORD115-5	0	0	0	0
C20orf196	7	36	25	18
ZFHX4-AS1	0	0	0	0
MIR8087	0	0	0	0
MRPS14	539	1010	933	558
NFKB1	515	1467	1511	956
VCX3A	0	0	0	0
UBE2O	523	1422	1543	1070
TIA1	567	498	950	421
DPYS	0	0	0	0
VPS29	868	1332	1549	824
PFDN2	502	849	1186	571
LINC00366	0	0	0	0
ZNF329	105	298	255	164
PRR20E	0	0	0	0
DEFB129	0	0	0	0
MIR760	0	0	0	0
GYPA	0	0	0	0
ZNF512	121	446	292	166
WDR86	0	1	0	0
IL12A	0	3	0	0
ANKRD27	593	1156	1068	638
ATP5E	54	100	51	52
FAM8A1	595	1118	1302	748
PAK1	550	1454	1232	780
MIR3180-1	0	0	0	0
CRCT1	0	0	0	0
TRAF3IP1	138	179	347	201
MAMDC4	3	53	17	9
TUBE1	29	166	47	39
ITPKB	223	810	668	528
RAB36	66	405	275	206
S100A12	0	0	0	0
BCL2L15	6	2	1	3
SERPINE2	60	106	126	79
MGC2889	0	0	0	0
LOC646736	0	0	0	0
IFNG	0	0	0	0
SNRPF	1603	2240	3258	1534
ZNRF3-AS1	0	0	0	0
C1GALT1C1	318	397	582	332
CAMTA1	354	650	753	361
LOC100996266	0	0	0	0
NDUFA13	1427	3655	4091	2042
TMED2	4294	7156	8451	4740
STPG2-AS1	0	0	0	0
GPS1	881	3163	2673	1553
MIR5691	0	0	0	2
MIR661	0	0	0	0
C10orf71	0	0	0	0
SON	2858	4125	5496	3522
FSTL1	1	6	3	4
VRK3	184	641	562	296
GAS2L2	0	1	0	0
ZNF106	826	1830	1745	1264
MIR512-1	0	0	0	0
COX15	485	1137	980	673
LINC01184	194	401	443	259
UACA	496	1258	1027	624
AKT3	7	2	0	1
CXXC4	39	74	46	44
DEFA1B	0	0	0	0
BMP6	216	44	74	41
APOBEC3D	0	0	0	0
MIR146A	0	0	0	0
MIR770	0	0	0	0
CALCOCO1	83	556	236	171
MRGPRX1	0	0	0	0
ZNF644	352	493	575	387
MSX2	252	729	707	418
MDS2	1	2	2	0
SLC14A1	1	4	0	0
LINC01232	9	22	12	9
LOC101927124	1	0	0	0
RARB	1	0	0	0
LOC101929384	0	0	0	0
OR10AG1	0	0	0	0
C4A	0	0	0	0
DHRS3	2	51	10	16
FAM131B	1	10	6	0
OR2T3	0	0	0	0
MPP2	153	524	425	200
MPHOSPH10	704	1259	1404	692
MIR4530	0	0	0	0
PRAMEF9	0	0	0	0
OR7A10	0	0	0	0
MAGEA3	0	0	0	0
CCDC60	0	0	0	0
TXNRD3	100	220	368	213
TEX26	0	0	0	1
ZCCHC10	240	269	278	146
DNM1P41	0	0	0	0
ABHD12B	2	0	0	0
ECM1	6	26	11	14
HMCES	1112	2310	3108	1676
MIR4493	0	0	0	0
ZSCAN22	25	57	55	64
OR7D2	0	0	0	0
ATXN3	406	844	447	222
DNASE2B	2	2	1	4
CDK10	125	688	348	296
KIF12	248	2951	812	665
REP15	3	1	10	6
IQCK	134	214	177	112
EBNA1BP2	1256	2175	3300	1576
ROR1	12	15	37	21
RFT1	258	637	609	384
EML2	147	743	320	221
NFYC-AS1	39	24	12	21
ITGB5	1110	2389	2440	1273
MIR548AI	0	0	0	0
MIR4295	0	0	0	0
STK35	208	666	813	583
DNM1	209	682	553	347
MGLL	154	601	522	244
NUP35	234	367	446	212
XPO7	946	2337	1868	1140
OR1L3	0	0	0	0
MIR103B1	0	0	0	0
KLHL38	0	0	0	0
ICT1	296	937	605	344
LINC01360	0	0	0	0
BRAF	130	504	198	140
C11orf80	229	621	608	336
CHEK1	750	1419	1207	621
LINC00299	0	0	0	0
ATP8B1	525	1334	850	618
HEPACAM	0	0	0	0
SNORD91A	0	0	0	0
CACNA1C-AS4	0	0	0	0
TP63	9	37	23	8
CACNA1D	77	166	167	98
GORASP1	211	551	661	387
MPI	280	1003	666	377
INTS5	395	1012	1487	730
SLC9A5	14	45	50	33
INTS6	346	776	599	401
OR6T1	0	0	0	0
STEAP3	341	1202	888	654
IRF2BP2	738	3142	2099	1398
LOC100128076	0	0	0	0
MIR670	0	0	0	0
AKR1C1	1	20	6	6
PLVAP	0	0	0	0
PCDHGA1	38	97	64	39
KCMF1	1197	2946	2378	1349
NUDC	2272	3629	4646	2401
MARCH4	0	0	0	0
HTR1A	0	0	0	0
UBE2F	105	184	250	122
CKMT2-AS1	20	56	38	28
KLF7	87	318	155	105
MIR4272	0	0	0	0
MIR6789	0	0	1	0
PRKAA2	42	137	132	83
P2RX6	0	1	1	0
SNAR-G2	0	0	0	0
HBP1	288	678	299	161
GOLGA1	352	758	657	393
TIMM50	735	2387	1748	1040
RGPD4-AS1	0	0	0	0
C1orf194	5	23	17	6
ANKRD31	3	15	6	6
LOC101928618	0	0	0	0
TEX41	0	0	0	0
MYL12A	3437	7126	8059	4041
FRS3	6	35	34	23
OIT3	0	0	0	0
EBLN2	1	1	8	2
EMC8	622	1096	1517	757
MIR210	0	0	0	0
GDPD1	32	107	92	64
LOC101927464	0	0	0	0
PLA2G7	0	0	0	0
NECAP1	244	729	645	350
LOC102724321	0	0	0	0
CCL24	0	0	0	0
EPB41L4A-AS1	127	658	563	426
MIR202	0	0	0	0
MIR5739	0	0	0	0
LINGO4	0	0	0	3
GPR75	3	1	5	8
SEC14L5	0	6	7	3
MFF	448	1027	907	509
MIR3119-1	0	0	0	0
MIR762	79	9	10	1
FAM223B	0	0	0	0
TM7SF2	600	2475	1426	891
ZNF836	72	249	166	102
ZNF692	49	279	138	109
SCN3B	0	0	0	0
MYLIP	268	554	678	322
RFX7	318	689	680	485
PCF11	458	845	782	513
PPT2	54	214	152	68
SRXN1	504	1032	1209	671
LINC00885	11	28	19	11
CCHCR1	201	708	425	274
BTF3	4967	11962	12158	6426
ALOX15	142	444	417	260
PSMD10	519	1018	978	521
BCAP31	2538	5413	8334	3993
B3GALT5	38	104	125	130
IL34	0	0	0	2
TMEM8A	443	1698	2264	1422
LOC646626	4	8	11	1
MIR519C	0	0	0	0
SLC17A9	0	0	0	0
C8orf49	0	0	0	0
MIR4761	0	0	0	0
RGS10	391	961	795	520
LGR6	2	25	5	12
FAM20B	1302	2324	2590	1761
C21orf140	0	0	0	0
LINC00547	0	0	0	0
BHLHE23	0	0	0	0
TSPY10	0	0	0	0
TCP1	3638	5143	6568	3088
MLX	412	1138	804	533
MIR1245A	0	0	0	0
SNORD18B	0	1	0	1
SNTA1	73	270	199	127
GOLGA8K	0	0	0	0
SLIT1	13	111	57	51
ARHGAP10	401	767	721	368
GRAP	0	0	0	0
SELENBP1	675	3447	1918	1429
SSX2IP	592	733	925	453
ZSCAN5B	0	0	0	0
CUEDC1	393	1623	1410	860
MROH5	0	0	0	0
LOH12CR1	33	132	72	60
GDPD2	0	3	0	1
FAM90A10P	0	0	0	0
TMEM57	585	1633	1174	734
TIGD1	101	208	173	46
RAB11FIP1	443	1048	1128	758
MIR3193	0	0	0	0
PARP12	78	205	283	166
NME7	253	506	430	233
SRGAP2C	0	0	0	0
DUSP5	159	361	390	209
C21orf58	141	495	352	250
PMCH	95	4	5	3
MIR4505	0	0	0	0
APBA2	1	0	0	0
LINC01271	12	4	5	2
KIF19	0	0	0	0
GRP	0	0	0	0
ZNF30	50	87	87	46
DUSP26	0	0	2	0
JRKL-AS1	0	0	0	0
MYCBPAP	0	0	0	0
NALCN-AS1	0	0	0	0
GDA	1	0	0	0
C7orf66	0	0	0	0
APC	428	688	861	583
CYP27B1	61	304	190	160
MIR8079	0	0	0	0
GP9	0	0	0	0
GFY	2	0	0	0
CREB3L2	531	1798	1512	1124
SYT16	0	0	0	1
SLC4A5	73	13	9	12
KHDC1	26	39	32	19
TNIP1	846	3368	2480	1523
PFDN1	303	787	775	389
COMMD1	203	493	461	242
MIR4652	0	1	0	0
GREB1L	91	407	394	244
MAGI1	199	506	525	422
SIRT3	111	333	258	145
PRSS36	1	20	15	12
ARRDC2	78	248	223	160
MIR610	0	0	0	0
ACTA1	0	0	0	0
SNORD18C	2	0	1	0
CACNB4	39	81	124	87
RELN	0	0	0	0
SNORD115-22	0	0	0	0
ASB4	0	0	0	0
RALGAPA1P	0	0	0	0
PAPL	18	72	80	49
MTUS1	452	1009	881	533
ELOF1	427	1286	1294	685
CAPN3	0	0	1	0
LINC00592	1	2	4	3
SNORA15	0	0	0	0
DEFB109P1	0	0	0	0
MED7	98	299	210	133
LOC646471	68	3	6	3
TPRG1L	291	590	897	499
XYLT1	94	386	210	147
CCDC120	117	640	538	332
LELP1	0	0	0	0
SPHAR	0	0	0	0
LOC100188947	13	20	23	32
WDR7	158	273	359	195
TSGA10	19	52	59	40
KIAA1324L	145	301	401	210
ZIC4	37	79	49	47
MBD3L4	0	0	0	0
LOC550113	0	0	0	0
LOC101928537	0	0	0	0
CBLL1	390	713	650	326
MNX1-AS1	57	181	122	107
LOC101926889	7	22	16	16
GRIN3B	5	19	11	9
BCL2A1	0	0	0	0
SEMA3C	2326	5837	3767	2967
KIAA1958	187	464	325	208
VPS13A	388	600	716	565
LOC100129931	256	4	6	5
KCTD20	1064	1829	2129	1286
BTN3A2	9	28	6	8
MIRLET7F1	0	0	0	0
GPRIN3	24	32	32	21
TSPYL5	13	56	75	67
RAD51L3-RFFL	0	0	0	0
CHRNA6	0	0	0	0
USP17L17	0	0	0	0
HYI	74	398	244	109
PTK2	1291	3015	2945	1919
TOMM20	2981	7188	7323	4522
NUDT3	28	141	110	97
SHCBP1L	0	0	0	0
LINC00683	24	40	29	14
NOL8	420	743	603	295
ACBD4	19	129	83	47
LINC00221	0	0	0	0
OR10C1	0	0	0	0
TRAPPC3L	0	0	0	0
YY1AP1	494	1510	1225	680
YIPF2	344	1464	1140	695
CLSPN	514	574	903	562
NPY2R	0	0	0	0
SIGLEC7	0	0	0	0
BBC3	28	500	61	58
HSPB8	72	130	452	203
TAF1B	323	608	582	390
AEBP1	26	106	64	24
RPS6KA3	583	929	1990	1203
SMIM3	48	131	116	82
S100A13	2014	3629	3549	1956
DAXX	551	1621	1919	1127
EPS8L1	198	1108	729	429
LOC101928922	0	0	0	0
PROSER2	119	1036	417	320
KPRP	0	0	0	0
C4orf51	0	0	0	0
HOXB-AS1	1	1	1	0
ATP10D	11	34	69	48
MIR491	0	0	0	0
EEFSEC	167	511	349	216
GTSE1	445	557	920	438
PLEKHS1	18	59	27	22
LOC100132304	0	0	0	0
CSRNP2	249	686	714	385
SDHAP3	27	121	134	86
CADPS	2	9	16	8
MIR608	0	0	0	0
FTO-IT1	6	24	14	4
WFDC1	0	1	0	0
MED15	340	2026	1246	854
LACC1	81	154	163	114
RNF34	354	595	759	378
CSTF3-AS1	1	4	4	0
ZNF572	39	138	76	63
LINC00890	0	0	0	0
MIR4728	0	0	0	0
OTX1	61	204	155	93
SPTBN2	1494	5325	5653	3748
NOL11	1721	2487	2750	1428
NRAP	1	2	0	2
PACRG-AS1	0	0	0	0
PLA2G2D	0	0	0	0
TXLNB	14	10	47	24
SFTA2	0	0	0	0
SNORD49A	0	2	0	0
SERAC1	45	47	108	56
ULBP3	6	16	19	23
CCDC141	0	3	0	0
ADAM32	14	23	21	20
SMYD5	562	1558	1407	801
TMEM27	27	64	67	28
GLTPD1	224	891	1052	647
DCAF8	713	2340	1869	1328
HERC5	195	392	228	113
ORM1	0	0	0	1
FAS-AS1	1	0	0	0
MDH1	1831	3444	3381	1917
USP38	815	1156	1644	871
CA5A	0	0	0	0
MIR522	0	0	0	0
USP32P2	1	11	2	6
LOC102723505	0	0	0	0
MPHOSPH9	372	689	516	334
SLC30A5	832	1322	1553	826
MIR551B	0	0	0	0
CYP2R1	75	94	103	35
LOX	27	42	30	18
CEP72	27	108	60	46
TDRG1	0	2	0	0
SUSD4	526	1694	1397	910
RPL22L1	303	324	399	209
MYOZ2	0	0	0	0
SLC25A5	7104	20265	18427	9790
FAM150B	0	0	0	0
PHGDH	3301	38788	9660	7495
OR4K5	0	0	0	0
MIR6768	0	0	0	0
MFI2	29	180	107	90
PRPS1L1	0	0	0	0
TPI1P3	2	1	1	0
NMS	0	0	0	0
RLN3	0	0	0	0
SSRP1	3180	9025	7099	4023
GYLTL1B	18	80	107	52
HLA-H	23	55	38	19
MIR6822	0	0	0	0
MIR3919	0	0	0	0
TKTL1	0	0	0	0
MAST1	8	52	40	34
AMMECR1	328	429	546	282
LOC100129722	1	1	3	1
PLD6	111	297	293	182
C6orf229	0	0	0	0
PLA2G4A	2	3	9	7
ODF3L2	0	0	0	0
KRT71	0	0	0	0
CRMP1	0	0	0	0
LOC100287098	34	2	2	2
MIR4785	1	0	0	0
WIZ	397	1950	1650	1184
OPALIN	0	0	0	0
SIAE	423	948	1338	823
ORC6	107	253	220	117
CASK	606	1495	1756	1114
LOC100996609	0	0	0	0
C21orf91-OT1	0	0	0	0
LINC01186	0	0	0	0
TTC33	203	323	255	148
HTATIP2	1148	2301	2764	1236
TRIM44	2337	5436	4588	2737
PPAPDC2	131	362	247	142
MIR636	0	0	0	1
NCKIPSD	167	672	617	415
ARHGEF33	0	0	0	1
LOC728637	0	0	0	0
LOC100506787	0	0	0	0
TRPC4AP	717	1894	1801	1039
ZNF292	519	819	727	620
C5orf20	0	0	0	0
LOC101927196	0	0	0	1
KMT2B	391	1462	1484	1059
APITD1-CORT	0	0	0	0
LOC101928420	0	0	0	0
NSFL1C	507	1083	1133	614
KPNB1	7210	16669	15890	9323
C3orf56	0	0	0	0
TRIM15	0	0	1	0
CLEC18B	0	0	0	0
PHTF2	656	644	1084	585
ATG101	510	1560	1630	876
CAPRIN2	68	117	94	54
LRRC46	14	58	50	19
TMEM98	12	26	25	10
MIR548Y	0	0	0	0
OOSP2	0	0	0	0
SLC38A11	1	1	6	3
DEFA8P	0	0	0	0
MIR429	0	3	0	0
LOC101929099	18	41	39	13
NME3	551	2422	2502	1428
LRRC23	35	96	84	45
PDLIM2	64	241	234	147
LOC101928440	0	0	0	0
TTTY12	0	0	0	0
RFPL1	1	0	0	0
SEC14L3	0	0	0	0
LOC100240735	0	0	0	0
MIR6761	0	0	0	0
MIR4757	0	0	0	0
SLC44A2	1296	4610	3859	2323
AQP11	40	72	100	51
CD34	0	0	0	0
EPHA5	4	2	13	6
APOE	17	70	61	60
AGAP11	6	22	14	18
BCAS4	238	1096	772	424
IL1R2	0	0	0	0
NUDT18	44	423	213	171
ANKRD30BL	31	124	124	55
BCL7C	418	1399	1575	709
FANCI	1385	2906	2437	1376
INCENP	637	1663	1691	1136
SDR16C6P	0	0	0	0
SNRPD2P2	0	0	0	0
ADH4	0	0	0	0
BMP2	1	0	3	1
RPTOR	419	1441	1067	734
ZNF597	71	142	147	76
ALX4	0	0	0	0
SIRT2	173	893	514	326
TET1	215	285	265	185
LOC100270679	0	0	0	0
MAGEB18	0	0	0	0
PUS10	58	73	76	43
PIK3C3	127	322	246	153
POLB	152	282	312	139
SLC35G1	27	24	58	23
ANAPC7	1012	1683	1956	1140
LOC101928161	0	6	8	7
RAMP1	32	143	123	79
PDE3A	0	0	3	0
ABHD17A	136	629	583	351
RP11-87M18.2	0	0	0	0
L3MBTL3	3	7	6	8
PILRA	0	0	0	0
SPNS3	0	0	0	0
MGC45922	1	0	0	0
SNORD48	1	3	1	0
NINL	155	761	461	364
LDHD	21	368	71	65
TPI1	8680	20857	20800	11103
MYO16-AS1	0	0	0	0
KCNQ5	11	8	39	15
TIPARP-AS1	9	19	4	7
MEIS1	13	51	45	28
CXCL16	445	1339	1719	931
CENPVP1	0	0	0	0
PLIN2	27	83	33	26
LINGO2	0	0	0	0
MIR4648	0	0	1	0
ZMYND8	2602	6609	5176	3422
FBXO25	109	379	196	103
SPINK8	0	0	4	1
CYP2D6	0	0	0	0
LOC101929420	0	0	1	0
RIOK3	891	1953	1796	947
PLA2G1B	0	0	1	0
TCL6	0	0	0	0
RBM12B-AS1	14	0	0	0
DCAF4L2	0	0	0	0
C14orf39	1	0	0	0
LRRC14B	0	2	0	0
PTP4A2	3699	9320	6918	4311
FMO1	0	1	2	3
ADH6	2	0	0	0
INSL3	0	0	1	0
TRIM4	49	225	190	120
GAS2	0	0	3	0
ANXA10	0	0	0	0
MIR3922	0	0	0	0
MRPS2	713	2518	2257	1353
CEP192	220	255	397	274
MAPK8	248	563	383	216
SMG1P2	1	6	3	0
MGAT1	581	1499	1577	838
C1orf127	3	10	4	3
LOC100506100	93	169	240	165
LINC00441	1	3	3	0
ECI2	939	2045	2186	1195
ADAM10	489	814	943	786
SNORD4A	3	12	7	3
DHX33	566	1050	1393	839
KLK13	1	2	2	1
LOC101929162	41	3	0	0
NR3C2	20	50	50	42
ZNF676	0	1	0	0
GIMD1	0	0	0	0
LOC100132174	0	0	0	0
DDX1	2974	5689	6052	3333
SLC13A4	1	0	0	0
SCART1	4	5	6	13
PABPC1L	15	107	30	57
ADAMTS12	1	3	4	3
ABTB1	41	319	66	45
IQCF5	0	0	0	0
THRAP3	1137	3172	3210	2469
SLIT3	0	1	0	0
PLXNB1	342	1294	1416	994
FDPSP2	2	0	0	0
FMNL3	182	497	514	423
TPR	3321	5431	6357	4121
ATG10	145	257	235	118
DYNC2H1	162	428	413	376
PIF1	30	91	81	54
PPP1R1C	1	2	3	0
PHOX2A	2	0	0	0
CYP4B1	13	86	40	22
SNORD56	0	1	0	0
FAP	0	0	0	0
MIR1304	0	1	1	0
MIR5692C1	0	0	0	0
ZCCHC5	0	0	0	0
CYCSP52	1	0	0	0
TAF6L	149	504	468	270
MIR217	0	0	0	0
SEPHS2	1126	2984	2359	1438
ZNF80	0	0	0	0
HIVEP3	191	662	364	245
TEX37	0	2	1	0
VSX1	1	4	4	2
LASP1	2432	9359	8176	4774
GGCX	542	1477	1560	1015
TPMT	424	525	715	422
BHMT2	0	0	0	0
FAT3	0	0	1	0
RAB21	1059	1884	2419	1574
SCYL2	688	1296	1205	745
FAM168A	1267	4554	3712	2382
SRRM2-AS1	5	31	40	22
MIR4309	0	0	0	0
SMARCA5	1897	3856	3696	2361
KALRN	113	239	287	163
TPTE2P5	53	8	3	4
NRTN	15	52	42	22
DIP2B	1135	2475	2098	1546
FLT4	18	109	64	37
SNRNP40	250	365	628	465
SLC22A18AS	17	7	5	8
KRTAP2-3	0	0	0	0
KIF26B	3	10	17	5
PBX1	1720	5351	2878	1956
ANP32A	2168	4378	3843	2081
MIR548Q	1	0	0	0
CACTIN	142	379	439	285
ZNF169	25	36	30	14
PAFAH2	154	451	406	253
LOC100506299	12	14	9	8
AFMID	127	383	425	238
PIGK	308	391	335	190
GAGE2C	0	0	0	0
LINC00602	6	0	0	0
RPS27L	761	1147	903	457
CCNY	686	1336	1952	1078
FAM204A	413	1196	848	497
LOC388553	0	0	0	0
C20orf195	0	2	1	0
CHGA	6	40	104	85
KANSL3	371	1181	936	629
LRRC10	0	0	0	0
OR4A5	0	0	0	0
ZNF548	55	229	163	111
LINC00587	0	0	0	0
PDZD3	0	0	1	0
MIR181A1	0	0	0	0
MIR1203	0	0	0	0
FGFR4	645	2585	1674	1205
ERICH3	2	4	2	0
TBL1Y	0	0	0	1
LOC101929633	1	7	0	0
STAG1	761	1151	1214	811
RWDD4	81	144	159	89
RSAD1	252	864	678	458
CDY1	0	0	0	0
NUBPL	181	328	306	154
CPNE6	0	0	0	0
ZNF362	234	1220	813	568
GNS	1300	3461	3465	2223
ADIPOQ-AS1	0	0	0	0
LOC440028	2	13	1	2
CYP4F30P	0	0	0	0
SMPD1	63	230	245	145
OBSCN	302	1558	1191	1130
LINC01212	0	0	0	0
TTC4	2	6	7	2
CNNM1	45	171	201	110
SNORD18A	0	0	0	0
SP7	0	0	0	0
UBTFL1	0	0	0	0
ZNF547	14	22	24	13
ZNF213	265	1492	868	567
FAM43B	0	0	1	0
GSTA5	0	0	0	0
TFDP2	420	903	820	605
MIR941-4	0	0	0	0
KDM5D	0	0	0	0
ZNF705A	0	0	0	0
MTIF3	291	650	434	229
LINC00606	0	0	0	0
TSPAN10	1	6	6	2
LOC101927780	0	0	0	0
MYH10	2022	3926	5267	3313
GPR98	155	582	377	342
HDHD3	98	325	336	195
GCM2	0	0	0	0
GTF2IP1	0	0	0	0
SNORD116-15	0	0	0	0
GRM5-AS1	0	0	0	0
FEN1	1454	2210	3965	2008
PDHA2	0	0	1	0
LINC01343	0	0	0	0
LINC00896	0	0	0	0
ADAM20	0	0	1	0
KCNJ16	0	0	0	0
ALDH1L1	0	0	0	1
LOC392452	0	0	0	0
SLC12A3	0	0	2	2
ST20	55	106	121	51
FAM72B	83	101	99	57
EPS15L1	749	2759	2288	1367
ZNF660	0	0	2	0
ASXL3	0	0	0	0
SGSM2	511	2730	1764	1452
ZNHIT3	229	392	427	233
OSBPL2	402	1319	1042	751
ZNF385B	45	92	277	161
CCL4	0	0	0	0
MEGF11	0	5	0	0
POM121L2	0	0	0	0
PYDC2	0	0	0	0
BRD4	925	4026	3199	2337
ARMC3	6	12	7	4
GSS	640	2402	2112	1113
YPEL3	95	455	247	147
LRRC37BP1	113	376	260	161
C10orf10	2	2	3	0
TMEM39B	143	477	357	213
DDX11L1	0	0	0	0
HYLS1	290	481	515	237
EP300	1214	3119	2820	2083
MIR548I1	0	0	0	0
JSRP1	0	0	0	0
JHDM1D-AS1	85	236	196	95
IMPACT	325	940	769	396
SHISA7	5	0	2	1
MIR7108	0	0	0	0
ITGAE	193	317	463	232
RPL7L1	556	1265	948	647
MRVI1	0	0	0	0
MIR6499	0	0	0	0
MIR4469	0	0	0	0
NAGA	688	1885	1827	1077
PLXNC1	11	27	25	11
LINC00314	0	0	0	0
ERMAP	153	367	327	227
BCAS3	2675	9864	8702	4770
SPG20	294	440	736	458
APLF	0	2	0	1
ALKBH7	179	1124	697	385
SFXN3	388	1590	1305	921
B3GNT2	296	438	694	334
SMCO4	27	59	106	38
NYNRIN	3	20	20	12
LOC100129935	0	0	0	0
RRN3P1	0	0	0	0
SV2A	1	3	1	2
NECAB3	184	912	844	497
H3F3B	17584	44901	33992	15469
TAGLN2	3233	10186	10777	5750
PPIG	1570	2452	3053	1741
UNC80	0	0	0	0
FBXO44	41	250	152	79
C9orf135	0	0	0	0
LOC729218	3	68	27	33
DNAJC7	913	1984	1674	927
KBTBD7	283	552	596	377
HCRTR1	0	0	0	0
NKX3-2	9	15	19	11
ETV2	17	31	40	20
IARS	2640	8731	4933	3197
UNC5D	0	0	0	0
LYZL4	0	0	0	0
MIR4436A	0	0	0	0
CIB4	0	0	0	0
SOGA1	639	2059	1974	2021
NCF1C	0	0	0	0
MIR6817	0	0	0	0
DVL3	567	2009	1846	1059
PASD1	0	0	0	0
TIMM9	429	957	724	395
MIR3180-4	0	0	0	0
FCRLA	0	1	0	0
PACS1	1224	4457	3981	2173
OR10H3	0	0	0	0
MIPOL1	125	197	285	175
HJURP	345	828	589	249
BGLAP	0	0	0	0
MIR3187	0	0	0	0
LOC102723824	0	0	0	0
TNP1	0	0	0	0
PACSIN3	868	3485	2314	1325
NDUFA9	645	1539	1315	708
GABBR2	9	22	45	21
WDR66	17	38	39	19
NOS3	0	8	4	8
RAD21-AS1	146	76	39	31
FLRT3	18	37	52	30
INSIG2	305	458	725	414
OPN3	159	284	370	211
USP17L19	0	0	0	0
PRNT	0	0	0	0
SNORA54	0	1	0	0
UCP1	0	0	0	0
TRPC4	0	0	0	0
LOC101927257	0	0	0	0
PRDM11	42	105	94	64
ADCK1	39	162	155	107
MRPL45P2	15	62	53	50
RBM4	354	725	760	428
EBF2	0	1	0	1
WDR38	13	1	0	0
ZNF716	0	1	0	0
GGA2	801	1865	1985	1259
FARP2	83	149	219	140
KLHDC9	68	223	172	81
LOC100996324	0	0	0	0
HADHA	4551	12831	11398	7068
MIR18B	0	0	0	0
P2RY4	0	0	0	0
TSPO	155	1034	716	512
TMEM74	0	0	0	0
LOC283922	16	55	33	19
C7orf65	0	0	1	0
ST8SIA1	1	4	5	2
EFNA2	9	15	37	14
JOSD2	208	849	880	408
PLS3	660	977	1127	682
DUX4L2	0	0	0	0
ANAPC16	1005	2810	2383	1466
ETFA	1806	4636	3979	2280
MDM1	102	152	176	91
LRRC48	12	18	21	6
LINC00919	0	0	0	0
MIR4509-1	0	0	0	0
LOC100134868	12	23	35	20
CACNA2D4	3	2	0	0
GPR112	0	0	0	0
LINC00942	1	0	0	0
C16orf47	0	0	0	0
TBCEL	149	320	317	204
IFNAR2	103	174	276	136
RER1	869	1998	2074	1077
SARM1	262	1071	757	534
GPT2	406	4430	1266	1055
ATP2B3	0	0	0	0
PPP1R15A	89	483	263	184
MIR3610	0	0	0	0
MIR585	0	0	0	0
MIR6821	0	0	0	0
ZNF649	13	29	44	23
SNAR-D	0	0	0	0
OR6C4	0	0	0	0
TAF1D	135	321	349	222
SMURF1	167	491	476	293
ZNF638	1531	2193	2959	1794
DENND2C	295	455	687	388
C12orf66	158	235	292	134
MIR561	0	0	0	0
RNF186	0	0	0	0
SLC15A4	197	285	455	211
LIPJ	0	4	1	0
ZNF718	157	210	240	163
TBC1D29	0	0	0	0
SCD	11671	20539	20434	16502
CCDC157	74	56	42	44
ANKRD62P1-PARP4P3	3	0	2	2
MIR4774	0	0	0	0
CHCHD1	457	637	729	416
PRR20A	0	0	0	0
RNF14	484	1146	957	558
ALMS1P	0	4	4	1
GPR25	0	0	0	0
RAB2A	1421	2095	2366	1329
SEMA6A	242	592	623	377
SCG2	2	4	1	2
GPR114	0	0	0	0
GNAI2	1516	3960	4104	2293
GNAS	25039	88933	73594	42833
TMEM104	132	272	441	354
IFI16	1	0	0	0
ZNF622	518	2222	1643	914
POC1A	368	993	783	392
PCBP2-OT1	1	0	0	1
ZSCAN12	18	111	35	48
ZNF571-AS1	4	0	0	3
UBA6	530	792	1030	779
WNT3	7	47	19	19
OTOS	0	1	1	1
LIG3	266	819	547	341
OR2L2	0	0	0	0
TSHZ3	56	102	117	81
ZNF485	79	183	196	111
HAUS6	188	276	301	172
HIST1H4A	1	13	4	6
ZFAND2B	141	735	496	294
C2orf49	240	435	404	226
C7orf60	185	179	242	141
SLC8A3	0	0	0	1
GAGE2E	0	0	0	0
TSHB	0	0	0	0
ITM2C	126	421	295	223
TSPAN4	263	940	1192	647
ZNF43	426	616	530	333
LOC102723578	0	0	0	0
NLRP2	0	0	0	0
MKKS	388	680	851	456
NPIPA3	0	0	0	0
CHD2	591	1673	1395	1094
IL1RAP	16	29	37	23
SEPT1	58	419	390	201
GJB5	0	0	0	0
CORO7-PAM16	0	0	0	0
C11orf84	285	798	936	506
