Gene_ID	MCF7-2-DMSO-1	MCF7-2-DMSO-2	MCF7-2-DMSO-3	MCF7-2-LY-1	MCF7-2-LY-2	MCF7-2-LY-3	MDA-MB453-DMSO-1	MDA-MB453-DMSO-2	MDA-MB453-DMSO-3	MDA-MB453-LY-1	MDA-MB453-LY-2	MDA-MB453-LY-3	MDA-MB-468-DMSO-1	MDA-MB468-DMSO-2	MDA-MB468-DMSO-3	MDA-MB468-LY-1	MDA-MB468-LY-2	MDA-MB468-LY-3
PCMT1	3892	5017	6106	4574	3349	4881	2494	2430	3125	4279	3247	3730	1610	1760	2326	1657	1969	2011
TMEM177	293	438	563	380	234	389	193	246	304	269	247	299	203	262	335	143	207	261
UNC93A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKN1	4661	6368	7146	2650	2436	3492	3888	3976	5060	4562	3814	5593	4413	5181	6624	4428	4910	4262
NTRK1	3	5	2	1	2	2	0	1	0	0	1	0	1	1	1	0	0	0
ZNF14	309	311	430	284	228	285	101	95	147	212	146	190	117	162	215	124	200	239
TFEB	61	104	183	167	130	207	208	192	236	543	437	521	100	86	160	154	156	206
PDE3B	487	451	840	414	361	541	38	28	39	17	16	8	0	0	0	0	1	0
NUDT12	348	489	607	381	294	382	408	404	441	812	589	743	258	294	361	174	225	317
CTD-2207O23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPEG	131	168	192	103	73	110	10	7	15	3	13	12	119	146	245	91	103	244
DUOX1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
HMX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NYNRIN	11	13	17	23	21	58	2	2	2	0	0	0	840	833	991	228	363	389
ZKSCAN1	1336	2161	2782	2308	2154	2644	2324	2277	2499	6468	5049	5806	993	1107	1811	821	1032	1909
KBTBD3	34	47	35	57	56	76	33	30	36	98	105	88	17	30	41	10	24	29
C19orf12	332	440	599	391	324	515	221	225	312	711	533	690	256	204	381	214	250	369
GLYAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023590.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H2AD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOBP	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
TEX30	215	256	356	108	86	140	206	150	246	77	53	64	702	753	900	754	842	831
PDZD11	703	901	985	605	501	664	882	845	1076	1191	911	1057	553	595	752	438	612	588
PET100	578	763	902	536	411	605	525	502	593	780	584	707	316	428	575	218	346	424
PRRG1	3	5	6	9	5	17	115	105	124	349	241	223	217	202	326	220	170	329
CREB3	1007	1206	1404	1151	923	1265	1800	1697	2258	3580	2815	3290	996	1144	1390	1045	1210	989
RCVRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM228A	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
HS3ST5	26	48	53	28	23	44	0	0	1	0	0	0	0	0	0	0	0	0
SIGLEC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS3	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	2
RHO	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
VANGL1	2634	2539	5271	3144	2323	3908	388	438	456	353	257	225	2074	2076	3134	1879	1874	2694
AL035406.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ACTN4	9401	12180	16298	11542	9047	15057	7304	7106	8999	14684	12297	13758	19893	21266	31852	19252	22906	26541
ASGR2	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SPDEF	6870	10768	11456	5643	5239	7156	7367	7321	10124	13816	11648	14393	659	758	1025	145	485	421
MYEOV2	1689	2247	2557	1576	1422	1738	647	593	717	819	674	693	630	793	1146	630	735	988
CC2D2A	147	202	236	183	134	205	94	88	118	110	89	82	11	10	10	4	6	6
ATF6	1201	1652	1896	1358	1203	1483	939	968	1375	1888	1402	1762	1216	1351	1900	1032	1213	1413
SERTAD3	363	462	848	641	473	898	349	404	405	696	557	583	178	197	308	114	144	269
INSC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC14	176	179	281	420	389	437	379	360	433	1299	946	1320	103	104	168	182	163	312
GYPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S1PR4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO6	2624	3731	4823	4064	2758	4403	2339	2291	3209	4218	3277	4044	1819	2071	2929	1443	1466	2046
AL353354.1	0	1	4	1	6	1	4	2	1	1	4	4	0	1	1	1	0	0
FOXA2	9	12	6	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0
DLL1	69	93	182	140	73	158	165	175	174	74	86	79	0	0	0	1	0	1
ZNF569	233	385	434	184	163	221	230	225	250	238	210	251	543	537	728	568	549	716
PON2	933	1204	1294	1352	1001	1374	1031	908	1087	1517	1140	960	445	562	677	361	445	505
LRRC30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001885.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MT-ND5	102026	97132	212021	100614	106816	187404	62271	63641	92734	216507	193696	223222	44415	56931	92407	66113	117374	88425
WNT9A	83	74	220	246	221	322	44	51	37	268	264	174	247	246	491	230	132	301
HOXA3	0	4	4	4	1	1	0	0	0	0	0	0	47	50	95	44	47	142
ATP7A	200	253	403	434	303	474	259	247	309	727	532	608	360	555	666	176	347	378
TLE3	3099	5160	6856	3471	2676	4434	2449	2696	3303	4487	3834	5563	1875	2297	3941	1587	2303	5638
PUSL1	502	739	1002	760	509	862	607	645	737	762	668	764	897	972	1418	1179	1332	1552
POLR1E	652	998	1107	745	624	806	587	531	787	818	627	708	1361	1475	2044	1619	1861	1926
TLCD1	498	585	727	395	288	453	196	198	231	115	93	79	282	345	428	267	372	325
TREX2	0	2	3	11	3	15	8	14	20	70	29	32	9	16	29	17	13	29
PRKG1	0	0	0	4	5	1	0	0	0	1	0	0	0	0	0	0	0	0
OTOF	0	0	1	4	5	4	0	0	0	0	0	0	0	0	1	0	1	0
PPRC1	1092	1042	2186	1216	673	1664	704	785	1202	1042	909	1200	906	1054	1680	1008	1304	1762
PLA2G6	348	539	574	291	245	384	284	291	408	351	309	393	44	45	81	25	58	82
TMEM80	198	299	382	314	297	397	494	509	790	1145	961	1201	155	200	323	274	281	484
PTGER1	0	0	0	3	1	4	0	2	2	0	0	0	2	2	5	6	3	5
IGFL4	0	0	0	0	0	0	0	0	0	0	0	0	7	2	5	16	34	60
EHMT2	2528	3650	4308	1976	1607	2641	2182	2092	2936	2732	2308	2776	2218	2448	3511	1860	2936	2988
AC005008.2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
NSG1	1	0	0	1	2	2	0	0	0	0	0	0	0	0	1	0	0	0
TTC4	505	723	932	455	359	514	526	478	594	621	469	545	1145	1119	1602	1015	1067	1230
FAM71D	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SHOX2	4	14	9	12	5	11	0	1	2	1	0	0	5	3	9	1	3	1
NFU1	170	230	250	185	170	211	516	437	495	492	310	343	538	584	718	375	476	423
GDF5OS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC084121.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS4A4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB3	7	6	11	5	3	4	24	22	23	26	17	17	48	41	79	74	71	121
RPGR	114	152	207	78	30	93	88	90	97	78	60	51	50	50	72	40	35	50
TTLL1	147	255	212	196	200	236	173	163	211	297	280	289	127	149	241	87	223	206
RTCA	400	577	638	488	437	570	362	385	432	693	544	539	855	883	1336	1009	1060	1358
TRIB2	51	65	90	56	38	63	510	529	271	844	666	289	1093	1315	2218	615	1133	1979
RUSC1	3469	4025	5675	2348	1615	3183	2846	2706	3469	3640	2975	3589	577	612	844	503	680	810
TRPV3	0	0	2	10	9	18	0	0	0	0	0	0	3	2	3	1	2	18
OR1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARS	1880	2579	2825	1312	1128	1464	1117	1055	1504	1095	840	995	2262	2341	2868	1936	2344	2225
C20orf141	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CDK4	5321	8517	8782	4947	4111	5607	2420	2427	3040	2892	2436	3014	1642	1929	2661	1970	2380	2687
ZNF229	471	593	955	769	483	906	20	15	23	23	20	28	438	484	786	477	512	799
SH3GL1	2003	2350	3476	2236	1621	2945	2158	2119	2946	2982	2504	3043	1219	1524	1905	1239	1596	1834
PUM1	1034	1631	2558	2022	1478	2557	1470	1481	1502	2818	2137	2432	1390	1679	2577	1234	1473	2222
USP21	503	817	870	482	399	540	786	695	840	921	740	875	451	502	688	325	453	526
CYP2C19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPLX4	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
FAM92B	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
FAM21C	280	294	462	341	241	403	146	149	172	239	172	250	224	243	358	265	288	371
SLFN5	13	8	30	340	271	300	195	230	279	1946	1470	1563	258	192	383	643	607	1027
DDX59	543	798	947	484	385	507	441	422	565	612	478	470	226	218	336	243	243	358
FAM8A1	834	1051	1327	1432	1157	1444	617	630	888	1556	1208	1441	515	740	985	350	504	694
BCCIP	1432	1727	2229	1357	948	1459	1477	1340	1848	1633	1187	1605	1586	1866	2361	1654	1939	2198
EFCAB7	51	77	80	52	32	43	39	35	39	89	63	85	117	150	161	83	125	137
SNX33	733	1065	1348	1168	1005	1409	237	251	209	519	421	390	321	376	595	227	308	516
ABCD2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRMT61A	920	1051	1825	1076	794	1258	355	368	535	494	410	487	295	404	693	386	548	739
P2RY4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC018470.1	2	3	5	5	6	4	0	0	0	0	0	0	0	1	1	0	0	3
TCP1	6155	7208	8613	4532	3112	4821	7891	7029	9215	6525	5020	6420	9949	10811	12648	10192	10801	10422
PNLDC1	0	0	1	1	0	0	2	1	1	1	0	0	0	0	1	0	0	0
BTN3A1	4	7	5	9	4	9	33	34	39	14	21	8	175	198	326	98	113	192
MYOT	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
IL13RA1	2186	2717	3230	3206	2416	3284	693	651	856	1434	1042	900	1422	1611	2218	899	1161	1434
PDDC1	628	1105	1086	1006	828	1161	1129	1061	1224	3581	2787	2952	330	520	729	343	540	905
MAS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AP003068.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRN1L	13	5	24	18	13	24	3	0	4	4	6	4	3	1	1	0	2	2
KLRG2	347	516	678	682	600	849	411	410	633	750	586	843	235	346	494	272	533	616
MAT1A	54	117	100	31	31	36	0	0	0	0	0	0	2	1	0	1	1	2
ATP5B	25014	35003	37724	26619	21853	29434	18057	17922	22749	25676	20137	23766	15796	18450	23915	16543	21340	21682
TYR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTH	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRED62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CKMT2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
TOR1A	967	1239	1537	940	613	1046	689	671	1034	995	800	971	857	947	1275	856	935	1103
VPS36	718	793	1125	792	570	757	1072	946	1213	1787	1202	1452	524	581	812	395	477	620
UGT2B11	17	37	28	7	9	7	11	9	13	1658	1203	722	0	0	0	0	0	1
DVL3	1513	1989	2716	1863	1454	2425	3961	3836	4483	6495	5543	6358	1702	2161	2760	1538	2063	2518
TOMM40L	364	460	707	490	422	632	1051	1078	1130	2108	1654	1537	134	163	229	123	137	169
RP11-347C12.3	0	0	1	1	1	0	0	0	0	0	0	0	1	3	8	2	3	4
USH1C	0	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
TFF3	2417	3796	3428	5719	5447	6439	88	72	66	903	738	225	0	0	0	0	0	0
HMGCS2	17	31	46	30	5	4	6	4	5	5	10	7	0	0	0	0	0	1
CXCL10	1	0	0	2	0	4	0	0	1	1	1	0	3	2	1	4	2	2
TMEM19	488	609	806	595	396	649	610	638	673	563	398	390	537	606	890	408	525	673
CCDC176	94	114	185	157	84	128	63	48	94	164	132	122	35	46	69	21	45	50
C10orf10	0	9	3	6	7	11	8	3	15	18	18	28	152	147	245	41	72	80
MASTL	955	1288	1560	557	309	703	398	403	533	158	127	125	396	390	624	410	411	672
DNAJC28	5	7	13	20	15	36	8	12	11	27	17	15	18	29	35	10	23	10
U2AF1L4	129	168	193	86	79	85	100	78	120	118	77	93	180	195	264	151	207	251
ZNF853	1	17	5	35	39	24	0	1	1	3	4	3	1	4	2	5	2	4
TM4SF4	0	0	0	0	0	0	1	1	0	0	1	1	17	9	9	5	2	8
FAM175A	326	415	404	482	391	433	112	97	135	138	99	114	130	178	193	120	170	122
WASH4P	116	211	268	109	111	184	117	141	147	191	175	213	165	205	302	199	258	306
RPP14	224	271	365	288	226	384	509	494	681	872	660	766	365	387	700	424	445	814
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDHR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A12	1	5	1	11	11	9	0	0	0	0	0	1	3	9	9	0	4	10
AC108868.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC10A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC27	1029	1156	1670	800	574	925	504	416	590	354	260	352	504	542	716	432	487	498
GPR137B	436	686	651	1049	934	1189	144	132	233	396	306	412	112	183	216	69	127	116
MAGED2	4025	5913	5939	4012	3258	3989	2213	2237	2337	14915	12069	12454	799	945	1482	556	751	829
NLRC3	3	5	3	3	1	1	1	4	4	1	0	2	1	1	1	1	1	1
DMPK	197	228	444	438	304	642	382	431	330	1380	1173	484	192	233	416	266	296	773
TMEM87A	765	964	1364	927	667	948	2604	2467	3091	6049	4746	5353	1330	1467	2089	1285	1514	1784
RBBP8	1041	1576	2023	3065	2789	2472	704	651	781	418	302	319	959	1244	1526	1320	1590	1872
AC124890.1	1	1	3	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0
AMOTL1	3948	6156	7547	2888	2246	3870	1245	1279	2166	1004	862	1282	1570	1212	2277	1607	1185	2090
FNBP1L	735	1162	1743	1193	1102	1566	1738	1751	1942	4359	3325	3964	2815	3029	4454	2008	2659	3455
SENP5	245	336	589	422	282	573	865	900	940	2240	1823	1684	582	566	1044	538	524	1178
SLC22A16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3
CEACAM3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CENPH	759	1104	1239	315	207	426	440	375	431	98	102	76	325	369	446	263	286	299
ZNF682	145	124	181	130	102	141	50	51	79	136	101	96	49	60	77	35	77	79
GABRD	81	161	133	66	43	69	0	0	0	0	0	0	1	0	0	0	1	0
CR2	6	7	8	34	15	19	0	0	0	0	0	0	6	8	20	9	4	3
CAMKK2	1192	1476	2355	1770	1335	2165	678	654	979	1642	1292	1567	923	1149	1626	926	1240	1609
FGL2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GPHA2	6	16	9	10	8	10	0	0	0	0	0	0	0	0	0	0	0	0
AGMAT	529	670	914	482	326	564	176	153	191	96	85	63	131	145	191	154	144	156
OTUD4	598	810	1503	1480	996	1781	718	732	797	884	718	628	1119	1289	2102	1086	1192	2078
MTHFD2	4640	15527	7807	4043	8465	4778	3105	2936	4065	3122	2384	2664	4108	4717	6974	4854	6016	7550
NAB1	784	1111	1445	923	718	1210	8	9	10	12	9	2	999	1262	1706	851	1111	1536
RAMP2	17	21	8	3	4	4	0	0	0	0	0	0	4	4	3	0	1	1
USP17L24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNMT3B	669	668	1433	558	303	795	235	234	236	48	53	36	243	349	471	184	239	361
PCDHAC2	43	69	100	130	79	175	2	3	5	4	9	4	0	0	0	0	0	0
RP11-553A10.1	4	15	5	10	9	8	0	1	0	1	0	0	1	0	4	0	0	0
SRPK2	794	1191	1430	1246	908	1294	503	426	575	986	822	931	1219	1368	1791	1218	1411	1513
PHYH	484	795	805	720	558	760	22	20	52	41	30	31	68	64	89	38	62	83
SNX14	1307	1893	2085	1886	1342	1847	1444	1406	1845	1878	1425	1693	1257	1174	1574	1036	1052	1328
MTA2	4417	5138	8605	4861	3323	5999	4554	4415	5203	4964	4207	4901	5024	5558	7701	4984	6025	7044
SLC17A4	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	2	0	0
AP3B1	1883	2445	2971	1996	1513	2133	967	918	1219	2039	1594	1811	1495	1688	2071	1124	1433	1660
RBMS2	68	98	98	225	164	253	132	107	120	138	138	88	231	190	359	232	148	320
COL5A3	2	2	4	8	5	7	0	0	0	0	0	0	1	0	0	0	0	0
ZNF568	71	122	116	54	56	50	78	96	95	107	118	122	560	520	825	1025	710	1487
METTL15	323	504	597	250	247	439	193	215	221	337	282	264	318	307	472	254	316	356
PBX4	16	38	38	27	12	30	0	0	0	0	0	0	32	23	47	38	48	60
MED12	597	942	1089	626	538	856	1472	1336	1552	2729	2215	2725	924	1317	1688	619	1012	1157
UNC13A	15	7	14	7	5	6	0	0	0	0	0	0	4	5	6	10	9	7
RBKS	176	195	179	124	85	123	71	68	102	251	202	243	73	68	85	64	66	65
ANKRD20A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAZ	15183	20492	22402	10329	8915	12985	21030	19631	27349	21114	17263	24017	6423	7607	9504	5599	7517	7252
PCSK9	0	0	0	0	0	15	0	0	0	0	0	0	604	829	1436	592	1127	2327
VMAC	57	165	155	70	60	122	56	76	106	85	74	89	12	11	35	10	16	19
PLEKHF1	268	348	481	158	93	191	321	347	580	186	171	250	630	728	1020	749	887	1134
MAMLD1	133	162	263	195	117	255	84	104	118	474	373	340	145	154	273	197	170	304
OR12D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R19	0	1	2	0	0	0	0	0	1	0	1	3	1	1	0	0	3	4
LRTM2	2	5	2	2	2	1	0	2	0	2	0	0	0	0	1	0	0	0
TMEM95	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
PTCD1	69	66	139	77	65	94	60	62	67	106	67	88	102	167	233	115	132	208
KRTAP19-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LGALS4	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2
LAMTOR3	312	480	610	560	452	509	392	364	488	1055	774	1003	258	267	373	240	291	343
KLF10	846	1110	1515	1402	1365	1829	238	244	276	616	492	580	534	671	887	580	627	946
PCDH18	23	37	33	88	55	75	0	0	0	0	0	0	1	0	0	0	0	0
ZMIZ2	2122	2205	3581	2966	2352	3828	561	457	833	1374	1152	1591	2982	4267	5856	3821	4906	6247
FAM49A	5	3	18	40	21	35	0	0	0	0	0	0	192	353	459	49	144	185
C19orf26	28	36	67	125	91	180	26	38	70	95	95	101	21	28	76	33	39	83
SCNM1	935	1228	1329	774	639	851	577	564	704	637	477	582	724	700	940	670	749	663
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRRT	3730	3659	6576	2980	1781	3854	3006	3131	3888	2425	2026	2417	3533	3992	5380	3274	4014	4894
COG8	573	880	1036	746	621	839	335	320	395	656	540	655	176	228	300	142	207	261
CXXC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLCB3	1056	1908	2219	2306	1359	2840	1146	1309	1514	1643	1481	1378	807	925	1725	794	987	2277
KDSR	429	647	670	467	355	474	627	553	743	1057	769	939	778	815	1021	912	897	1044
TMSB15B	43	76	40	44	30	61	2	6	7	5	1	1	0	0	0	0	0	0
PPP1R3B	594	925	1584	629	492	779	413	481	417	718	650	552	148	184	320	129	166	369
GRAP	2	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-389E17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOPC	476	751	1168	884	711	1212	534	506	535	938	755	743	1210	1095	1903	1213	1107	1967
PGLYRP4	0	0	0	0	0	0	0	0	0	0	0	0	8	6	10	3	7	5
CT47A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOCK11	98	100	239	73	32	100	17	19	10	25	13	6	61	63	92	40	47	81
GML	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM50	4	8	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC2A4	24	30	32	8	8	12	0	5	3	2	0	2	15	34	54	6	26	26
B3GNT4	13	16	36	39	38	68	6	11	5	3	1	5	48	44	81	40	45	55
CYB561A3	1762	2084	2578	1949	1538	2110	960	930	1264	1251	1058	1052	1142	1498	1802	1049	1452	1539
SLC9A9	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KRBA1	83	129	163	79	58	113	198	204	255	468	351	375	167	218	320	131	149	288
GPR132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIM2	217	237	416	349	254	410	139	137	127	159	118	100	92	92	151	77	92	181
FAM209A	0	0	0	0	0	1	3	1	0	0	0	1	0	0	0	0	0	0
LIF	4	4	8	35	36	76	0	1	0	4	8	3	167	225	450	663	315	1685
DOK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGR	1	0	0	1	0	0	0	1	0	0	0	0	1	1	2	0	0	1
DDX19A	1271	1608	2324	1548	1092	1781	595	576	728	786	669	828	959	1059	1726	935	1168	1395
CBR1	659	920	1356	917	640	1150	0	0	0	2	0	0	1457	1544	2321	1374	1628	2026
NUP107	1606	2001	2869	1314	873	1739	900	956	1067	708	512	489	1306	1358	1923	1153	1322	1712
CACNG4	2057	2504	4695	6493	5058	8154	751	731	706	5440	4424	3592	25	32	40	6	15	14
SPATC1L	0	0	0	0	0	0	208	162	238	155	125	166	112	109	187	78	90	114
SNRPF	2066	2810	3281	1713	1230	1932	1187	1129	1443	1015	769	969	992	1125	1592	1123	1431	1361
CYP4F12	0	1	0	0	0	0	1	0	1	8	1	5	0	0	0	0	1	2
OR8K5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHD	3	0	2	2	1	1	2	0	0	2	3	4	0	1	0	0	0	0
PKNOX1	424	590	798	430	351	516	310	285	378	412	298	340	321	402	543	297	379	441
SNX11	699	835	1231	829	712	1001	508	498	571	635	567	511	325	380	532	311	448	450
GAPDH	105635	142745	148450	112355	91190	129061	61248	59482	77125	61818	50087	59159	68689	75806	98205	73806	99169	87109
CLDND2	32	43	41	35	23	28	33	51	35	28	21	22	2	2	5	3	0	1
C14orf23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A37	77	175	237	130	110	222	91	90	96	95	83	71	221	228	392	196	260	475
RPP40	418	520	721	283	193	300	304	243	359	218	178	206	850	890	1119	798	832	701
CCDC102A	140	203	266	210	143	286	86	87	57	49	45	27	293	317	482	262	267	349
GCSH	275	387	496	301	206	464	39	47	47	57	39	30	287	328	481	235	353	477
ISL2	25	56	38	13	20	26	5	6	8	19	9	12	23	20	32	29	17	43
PCDHA12	37	63	125	188	137	230	42	48	72	227	136	177	3	3	1	1	0	3
ANAPC4	476	643	844	518	374	547	227	213	292	228	190	204	404	387	539	344	378	471
AFP	1	0	0	0	0	0	8	7	5	4	3	5	0	0	0	0	0	0
KRTAP20-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPP5	1046	1464	2121	1281	905	1475	1248	1064	1409	2242	1622	1744	1355	1447	1898	1311	1257	1654
STYK1	38	84	59	41	32	42	5	5	3	4	3	3	68	73	140	105	99	126
TMEM199	842	1155	1500	796	611	955	543	540	667	743	593	681	329	387	569	389	407	493
PIGW	417	502	753	362	198	461	449	414	723	385	314	400	416	471	696	471	473	756
PRR23A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNB1	81	119	147	152	150	183	38	23	34	67	54	58	65	70	129	65	102	106
CTD-2260A17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAIM2	0	3	1	4	2	4	20	26	25	76	58	46	44	65	60	13	58	28
NDUFAF1	215	313	354	184	158	170	649	587	769	762	558	565	334	345	466	255	316	286
CDKN2D	145	153	285	70	74	141	375	354	426	158	123	150	550	539	1036	569	549	872
MRPL22	712	871	949	528	398	560	601	580	781	564	424	495	1210	1288	1620	1063	1364	1239
RTP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ13	8	3	14	65	21	44	12	7	14	67	54	37	0	2	3	0	1	1
RPSAP58	78	163	171	104	92	111	100	84	80	151	104	87	50	65	73	48	60	92
NPY1R	8	20	10	55	31	36	12	13	18	10	5	6	118	185	182	56	82	101
SOST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MDM1	177	251	370	102	55	136	86	81	97	40	30	39	64	83	131	48	80	143
LIPF	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	4	3
AR	1767	2442	3386	1753	1360	2184	7925	7399	9244	24728	19365	21950	7	3	7	2	14	27
FSHR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0753	208	348	559	344	253	449	96	101	107	178	128	109	272	303	439	374	376	566
AMY1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf54	383	693	623	249	303	367	260	274	337	273	220	213	182	184	345	114	184	245
DROSHA	1553	1971	2769	1525	1156	1940	1244	1195	1322	1687	1375	1632	2559	2936	4038	2243	2923	3604
IER2	1068	1350	2197	1744	1412	2632	1265	1362	1300	1906	1575	1550	3152	2915	7191	2561	2446	7291
IFI6	358	504	278	1051	1031	1286	99	132	92	2318	2032	190	17	29	31	16	31	55
MEF2A	401	506	717	524	352	673	381	328	426	623	499	479	513	621	907	398	554	831
NME6	357	579	659	384	300	492	240	207	289	384	309	400	184	192	303	208	213	313
PTN	2	2	4	13	5	1	0	1	0	4	1	0	0	0	0	0	0	0
DESI2	1080	1476	1931	1075	902	1245	2267	2016	2643	2263	1611	1733	1692	1828	2454	1699	1940	2414
OLFM4	0	0	0	0	0	0	0	0	0	0	0	0	3739	5604	6567	1682	3536	3312
CIRBP	2448	4883	5152	4741	3865	5361	1729	1725	2297	5032	4235	4553	1074	1098	1971	779	1031	1614
TEF	781	1078	1519	1267	1002	1419	549	601	729	774	742	610	362	543	884	238	411	731
CFHR5	4	9	9	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0
ARL17B	0	1	1	1	2	0	2	3	3	8	4	6	0	2	3	1	0	3
ESCO2	269	374	613	180	97	246	309	280	345	60	38	13	301	339	493	256	264	381
